Model,Variable,OR,CI_Low,CI_High,p_value,Formatted
(1) Baseline,Context (C),3.0950694402075816,1.7189911081898828,5.572719250301502,0.00016621669466811235,"3.10*** [1.72, 5.57]"
(1) Baseline,Specificity (S),5.850770428362333,2.795080463446693,12.247058735184787,2.77101768001677e-06,"5.85*** [2.80, 12.25]"
(1) Baseline,Verification (V),0.952691587179959,0.47594144680724215,1.9070019355785566,0.8911329736730615,"0.95 [0.48, 1.91]"
(1) Baseline,Observations,214.0,,,,214
(2) + PR Size,Context (C),3.0872760382641276,1.7147549015475398,5.558388156720251,0.00017166047953792474,"3.09*** [1.71, 5.56]"
(2) + PR Size,Specificity (S),5.917527734508369,2.818408234458722,12.424436623674863,2.6283977636935914e-06,"5.92*** [2.82, 12.42]"
(2) + PR Size,Verification (V),0.947243268641266,0.4727104815811719,1.8981381732533347,0.8785314719413011,"0.95 [0.47, 1.90]"
(2) + PR Size,Log(PR Size),1.0320767064444676,0.8632090615410377,1.2339795484579954,0.7290834722017294,"1.03 [0.86, 1.23]"
(2) + PR Size,Observations,214.0,,,,214
