Family,Gate,Scenario,Specification,N,Term,Metric,Estimate,CI_Low,CI_High,p_value,Significant_0_05,Direction,Formatted
Repository-level dependence,Gate 2,Repository-clustered SE,C/S/V + PR size,87,Verification,AME,0.0006205711931684321,-0.10204626907642918,0.10328741146276606,0.990547658379165,False,positive,"0.001 [-0.102, 0.103]"
Repository-level dependence,Gate 2,Repository-clustered SE,C/S/V + PR size,87,Log_PR_Size,AME,-0.03739243217142545,-0.07780639092130337,0.0030215265784524674,0.06976577334284408,False,negative,"-0.037 [-0.078, 0.003]"
Dominant repository sensitivity,Gate 0,Exclude largest repository,C/S/V + PR size,204,Context,OR,2.7931821548062565,1.5380109528829067,5.072698952698617,0.000740836483070458,True,positive,"2.79*** [1.54, 5.07]"
Dominant repository sensitivity,Gate 0,Exclude largest repository,C/S/V + PR size,204,Specificity,OR,5.7760924842917865,2.745132636712844,12.153600136073148,3.8266315836770316e-06,True,positive,"5.78*** [2.75, 12.15]"
Dominant repository sensitivity,Gate 0,Exclude largest repository,C/S/V + PR size,204,Verification,OR,0.9280223372176253,0.4606793852265887,1.8694681941351976,0.8344098882141147,False,negative,"0.93 [0.46, 1.87]"
Dominant repository sensitivity,Gate 0,Exclude largest repository,C/S/V + PR size,204,Log_PR_Size,OR,1.0228425763245255,0.8543178390619579,1.2246108978491297,0.8057781051480416,False,positive,"1.02 [0.85, 1.22]"
Dominant repository sensitivity,Gate 0,Exclude top 5 repositories,C/S/V + PR size,184,Context,OR,2.8093907462157577,1.5053631755820864,5.243038020955196,0.0011750663038479418,True,positive,"2.81** [1.51, 5.24]"
Dominant repository sensitivity,Gate 0,Exclude top 5 repositories,C/S/V + PR size,184,Specificity,OR,5.702063479225951,2.5352482350476264,12.824593454656942,2.5592702052089865e-05,True,positive,"5.70*** [2.54, 12.82]"
Dominant repository sensitivity,Gate 0,Exclude top 5 repositories,C/S/V + PR size,184,Verification,OR,0.976033258815708,0.4599825522411302,2.0710370810217626,0.9496070939565063,False,negative,"0.98 [0.46, 2.07]"
Dominant repository sensitivity,Gate 0,Exclude top 5 repositories,C/S/V + PR size,184,Log_PR_Size,OR,1.034193733296172,0.8549025871026832,1.251086023278823,0.7292509349937468,False,positive,"1.03 [0.85, 1.25]"
Dominant repository sensitivity,Gate 1,Exclude largest repository,C/S/V + PR size,133,Context,OR,1.9762139996534234,0.8230416566917873,4.745108270854731,0.12745893967850172,False,positive,"1.98 [0.82, 4.75]"
Dominant repository sensitivity,Gate 1,Exclude largest repository,C/S/V + PR size,133,Specificity,OR,6.483249404693818,2.042926322464155,20.574664089091367,0.001511857189950808,True,positive,"6.48** [2.04, 20.57]"
Dominant repository sensitivity,Gate 1,Exclude largest repository,C/S/V + PR size,133,Verification,OR,3.734072955954191,1.4715505282552774,9.475244358017488,0.005552720390104122,True,positive,"3.73** [1.47, 9.48]"
Dominant repository sensitivity,Gate 1,Exclude largest repository,C/S/V + PR size,133,Log_PR_Size,OR,1.4392619652006784,1.1323223103994258,1.829404035801969,0.0029259178909963515,True,positive,"1.44** [1.13, 1.83]"
Dominant repository sensitivity,Gate 1,Exclude top 5 repositories,C/S/V + PR size,119,Context,OR,1.9653140280592614,0.7913112346396534,4.881087314077378,0.14548160609899857,False,positive,"1.97 [0.79, 4.88]"
Dominant repository sensitivity,Gate 1,Exclude top 5 repositories,C/S/V + PR size,119,Specificity,OR,5.436503574329287,1.6458611436923178,17.957511924359714,0.005481725570607261,True,positive,"5.44** [1.65, 17.96]"
Dominant repository sensitivity,Gate 1,Exclude top 5 repositories,C/S/V + PR size,119,Verification,OR,3.4891571422554404,1.2953970714356906,9.398058581265317,0.013438787082235852,True,positive,"3.49* [1.30, 9.40]"
Dominant repository sensitivity,Gate 1,Exclude top 5 repositories,C/S/V + PR size,119,Log_PR_Size,OR,1.3894561226604074,1.0840688303336254,1.780872452724564,0.009392678775833278,True,positive,"1.39** [1.08, 1.78]"
Dominant repository sensitivity,Gate 2,Exclude largest repository,C/S/V + PR size,81,Context,AME,0.14315690955978003,-0.09721777110571407,0.3835315902252741,0.2431009578911535,False,positive,"0.143 [-0.097, 0.384]"
Dominant repository sensitivity,Gate 2,Exclude largest repository,C/S/V + PR size,81,Specificity,AME,-0.01704305047680696,-0.26252804155338844,0.2284419405997745,0.8917639391867456,False,negative,"-0.017 [-0.263, 0.228]"
Dominant repository sensitivity,Gate 2,Exclude largest repository,C/S/V + PR size,81,Verification,AME,-0.006541844922743925,-0.22941970331110947,0.21633601346562162,0.9541243770870056,False,negative,"-0.007 [-0.229, 0.216]"
Dominant repository sensitivity,Gate 2,Exclude largest repository,C/S/V + PR size,81,Log_PR_Size,AME,-0.03512714137454585,-0.09922288958178614,0.02896860683269445,0.28275906522217775,False,negative,"-0.035 [-0.099, 0.029]"
Dominant repository sensitivity,Gate 2,Exclude top 5 repositories,C/S/V + PR size,69,Context,AME,0.10752540711485004,-0.14734101395925112,0.3623918281889512,0.4083006786193588,False,positive,"0.108 [-0.147, 0.362]"
Dominant repository sensitivity,Gate 2,Exclude top 5 repositories,C/S/V + PR size,69,Specificity,AME,0.03791063040750661,-0.22314726628465148,0.2989685270996647,0.7759318480610019,False,positive,"0.038 [-0.223, 0.299]"
Dominant repository sensitivity,Gate 2,Exclude top 5 repositories,C/S/V + PR size,69,Verification,AME,-0.055873874631373936,-0.29801650173782585,0.18626875247507796,0.6510835999863189,False,negative,"-0.056 [-0.298, 0.186]"
Dominant repository sensitivity,Gate 2,Exclude top 5 repositories,C/S/V + PR size,69,Log_PR_Size,AME,-0.03970483961938328,-0.10918846207030386,0.02977878283153732,0.26272358397377915,False,negative,"-0.040 [-0.109, 0.030]"
Language sensitivity,Gate 0,Exclude dominant language,C/S/V + PR size,154,Context,OR,2.3488810330835777,1.2283472640105675,4.491597994500284,0.009829194862438396,True,positive,"2.35** [1.23, 4.49]"
Language sensitivity,Gate 0,Exclude dominant language,C/S/V + PR size,154,Specificity,OR,5.367914094529389,2.34969799641305,12.263066049438809,6.700611186679961e-05,True,positive,"5.37*** [2.35, 12.26]"
Language sensitivity,Gate 0,Exclude dominant language,C/S/V + PR size,154,Verification,OR,0.7378957434574817,0.34022376634432233,1.6003882799346245,0.4416039997255726,False,negative,"0.74 [0.34, 1.60]"
Language sensitivity,Gate 0,Exclude dominant language,C/S/V + PR size,154,Log_PR_Size,OR,0.9945662421057906,0.8237592970834192,1.2007901014758018,0.9548047910889972,False,negative,"0.99 [0.82, 1.20]"
Language sensitivity,Gate 0,Exclude top 2 languages,C/S/V + PR size,123,Context,OR,2.2642124034036093,1.120982668594039,4.573360455391087,0.02270515038103485,True,positive,"2.26* [1.12, 4.57]"
Language sensitivity,Gate 0,Exclude top 2 languages,C/S/V + PR size,123,Specificity,OR,4.744168589612578,1.9941757839609242,11.286435121562793,0.0004301088417628561,True,positive,"4.74*** [1.99, 11.29]"
Language sensitivity,Gate 0,Exclude top 2 languages,C/S/V + PR size,123,Verification,OR,0.7633560225405613,0.32973618718988007,1.7672079674209016,0.5283761532303974,False,negative,"0.76 [0.33, 1.77]"
Language sensitivity,Gate 0,Exclude top 2 languages,C/S/V + PR size,123,Log_PR_Size,OR,1.0348395144642295,0.8444565953911025,1.2681443031427657,0.741288889886847,False,positive,"1.03 [0.84, 1.27]"
Language sensitivity,Gate 1,Exclude dominant language,C/S/V + PR size,100,Context,OR,2.443794922346742,0.8925257585673289,6.6912731259141625,0.08208389792025562,False,positive,"2.44 [0.89, 6.69]"
Language sensitivity,Gate 1,Exclude dominant language,C/S/V + PR size,100,Specificity,OR,5.524585423186808,1.4905305710012673,20.476630732629385,0.010555094824562407,True,positive,"5.52* [1.49, 20.48]"
Language sensitivity,Gate 1,Exclude dominant language,C/S/V + PR size,100,Verification,OR,4.662349925618982,1.5744356037017317,13.806539167312543,0.00544558459539951,True,positive,"4.66** [1.57, 13.81]"
Language sensitivity,Gate 1,Exclude dominant language,C/S/V + PR size,100,Log_PR_Size,OR,1.373923604897598,1.0613792376898947,1.7785029187148413,0.015851388954266847,True,positive,"1.37* [1.06, 1.78]"
Language sensitivity,Gate 1,Exclude top 2 languages,C/S/V + PR size,77,Context,OR,2.3682144550221396,0.6993471119717083,8.019536520517862,0.16594967825642382,False,positive,"2.37 [0.70, 8.02]"
Language sensitivity,Gate 1,Exclude top 2 languages,C/S/V + PR size,77,Specificity,OR,8.849391696428466,1.8105187091939436,43.25375540122535,0.007076855073745891,True,positive,"8.85** [1.81, 43.25]"
Language sensitivity,Gate 1,Exclude top 2 languages,C/S/V + PR size,77,Verification,OR,4.107151164283862,1.0890719781180316,15.489050333870665,0.03698305275565591,True,positive,"4.11* [1.09, 15.49]"
Language sensitivity,Gate 1,Exclude top 2 languages,C/S/V + PR size,77,Log_PR_Size,OR,1.423164424725533,1.0413122442106777,1.945042892816096,0.026832851072381467,True,positive,"1.42* [1.04, 1.95]"
Language sensitivity,Gate 2,Exclude dominant language,C/S/V + PR size,57,Context,AME,0.14523144392868034,-0.1701964687940483,0.46065935665140906,0.3668338975520269,False,positive,"0.145 [-0.170, 0.461]"
Language sensitivity,Gate 2,Exclude dominant language,C/S/V + PR size,57,Specificity,AME,0.03613740656201087,-0.2729942942200979,0.3452691073441196,0.8187762523649033,False,positive,"0.036 [-0.273, 0.345]"
Language sensitivity,Gate 2,Exclude dominant language,C/S/V + PR size,57,Verification,AME,-0.043327637195830826,-0.3113805872222701,0.22472531283060845,0.7513913050532066,False,negative,"-0.043 [-0.311, 0.225]"
Language sensitivity,Gate 2,Exclude dominant language,C/S/V + PR size,57,Log_PR_Size,AME,-0.032454699900193375,-0.10750722925881546,0.0425978294584287,0.39669403661431746,False,negative,"-0.032 [-0.108, 0.043]"
Language sensitivity,Gate 2,Exclude top 2 languages,C/S/V + PR size,44,Context,AME,0.10458061027122102,-0.2510621917445848,0.4602234122870268,0.5643795819730048,False,positive,"0.105 [-0.251, 0.460]"
Language sensitivity,Gate 2,Exclude top 2 languages,C/S/V + PR size,44,Specificity,AME,-0.0025048998034738566,-0.35801253927770027,0.3530027396707526,0.9889816701507896,False,negative,"-0.003 [-0.358, 0.353]"
Language sensitivity,Gate 2,Exclude top 2 languages,C/S/V + PR size,44,Verification,AME,-0.06338151536652477,-0.36958179208266767,0.2428187613496181,0.6849629579449358,False,negative,"-0.063 [-0.370, 0.243]"
Language sensitivity,Gate 2,Exclude top 2 languages,C/S/V + PR size,44,Log_PR_Size,AME,-0.01640887593393958,-0.10214104676441332,0.06932329489653419,0.7075629486229232,False,negative,"-0.016 [-0.102, 0.069]"
PR-size outlier sensitivity,Gate 1,Exclude top 1% PR size,C/S/V + PR size,137,Context,OR,1.8815425437512898,0.7812783312278591,4.53129467750921,0.15867201588730973,False,positive,"1.88 [0.78, 4.53]"
PR-size outlier sensitivity,Gate 1,Exclude top 1% PR size,C/S/V + PR size,137,Specificity,OR,7.294935482228304,2.2829452761125295,23.310275654303684,0.0008004642333730299,True,positive,"7.29*** [2.28, 23.31]"
PR-size outlier sensitivity,Gate 1,Exclude top 1% PR size,C/S/V + PR size,137,Verification,OR,3.4223035549106275,1.3370918023440783,8.759429682704754,0.010294174999059817,True,positive,"3.42* [1.34, 8.76]"
PR-size outlier sensitivity,Gate 1,Exclude top 1% PR size,C/S/V + PR size,137,Log_PR_Size,OR,1.530983527140208,1.1897696754171805,1.970054043907955,0.0009309733970216125,True,positive,"1.53*** [1.19, 1.97]"
PR-size outlier sensitivity,Gate 1,Exclude top 5% PR size,C/S/V + PR size,132,Context,OR,2.055013914497221,0.8404088562788692,5.025032943460395,0.11437040885171149,False,positive,"2.06 [0.84, 5.03]"
PR-size outlier sensitivity,Gate 1,Exclude top 5% PR size,C/S/V + PR size,132,Specificity,OR,7.415906747490675,2.2919004392883524,23.99566401084778,0.0008248878323200595,True,positive,"7.42*** [2.29, 24.00]"
PR-size outlier sensitivity,Gate 1,Exclude top 5% PR size,C/S/V + PR size,132,Verification,OR,3.2956496297402036,1.2714421777806517,8.542509185093689,0.01412177573701405,True,positive,"3.30* [1.27, 8.54]"
PR-size outlier sensitivity,Gate 1,Exclude top 5% PR size,C/S/V + PR size,132,Log_PR_Size,OR,1.5418377170943347,1.1819875760712208,2.0112424140331466,0.0014082584335187774,True,positive,"1.54** [1.18, 2.01]"
PR-size outlier sensitivity,Gate 2,Exclude top 1% PR size,C/S/V + PR size,86,Context,AME,0.14174862118732195,-0.09598922892954134,0.3794864713041853,0.24256187682858554,False,positive,"0.142 [-0.096, 0.379]"
PR-size outlier sensitivity,Gate 2,Exclude top 1% PR size,C/S/V + PR size,86,Specificity,AME,-0.02754061050377067,-0.2639237567545435,0.20884253574700215,0.8193724689392498,False,negative,"-0.028 [-0.264, 0.209]"
PR-size outlier sensitivity,Gate 2,Exclude top 1% PR size,C/S/V + PR size,86,Verification,AME,-0.00013185569503931403,-0.21270029727949,0.21243658588941136,0.9990299633362489,False,negative,"-0.000 [-0.213, 0.212]"
PR-size outlier sensitivity,Gate 2,Exclude top 1% PR size,C/S/V + PR size,86,Log_PR_Size,AME,-0.03884304336345012,-0.10174109802253341,0.024055011295633182,0.2261305598665534,False,negative,"-0.039 [-0.102, 0.024]"
PR-size outlier sensitivity,Gate 2,Exclude top 5% PR size,C/S/V + PR size,82,Context,AME,0.15705870347520937,-0.08924193132854152,0.40335933827896026,0.21136836010072813,False,positive,"0.157 [-0.089, 0.403]"
PR-size outlier sensitivity,Gate 2,Exclude top 5% PR size,C/S/V + PR size,82,Specificity,AME,-0.027465688550479928,-0.2675958281071831,0.21266445100622325,0.8226192356814699,False,negative,"-0.027 [-0.268, 0.213]"
PR-size outlier sensitivity,Gate 2,Exclude top 5% PR size,C/S/V + PR size,82,Verification,AME,0.008779618223363409,-0.21608970518911733,0.23364894163584418,0.9390028030057196,False,positive,"0.009 [-0.216, 0.234]"
PR-size outlier sensitivity,Gate 2,Exclude top 5% PR size,C/S/V + PR size,82,Log_PR_Size,AME,-0.03997262864785768,-0.10975750604725804,0.02981224875154269,0.2615805704516925,False,negative,"-0.040 [-0.110, 0.030]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Context,HR,1.0355386143398417,0.8159684938354691,1.3141931703126575,0.7739386129025583,False,positive,"1.04 [0.82, 1.31]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Specificity,HR,1.0240546425621755,0.7754647394389756,1.3523347453706762,0.8669384941439103,False,positive,"1.02 [0.78, 1.35]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Verification,HR,0.8822440891824073,0.6664938503172793,1.167834680735262,0.38122776503310674,False,negative,"0.88 [0.67, 1.17]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Log_PR_Size,HR,0.9336545702395908,0.8723440352084398,0.9992741640297756,0.04759659117497288,True,negative,"0.93* [0.87, 1.00]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Context,HR,1.4828444217388501,0.8001675377437728,2.747958990291014,0.2106811418708039,False,positive,"1.48 [0.80, 2.75]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Specificity,HR,0.9060626113498144,0.48166646621481546,1.704394042910005,0.7596049261467891,False,negative,"0.91 [0.48, 1.70]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Verification,HR,1.7671030130337249,0.9891090411910068,3.1570362099944176,0.054478439692564266,False,positive,"1.77 [0.99, 3.16]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 1% PR size; cutoff=19374.75; removed=3,Cox PH,253,Log_PR_Size,HR,0.7825058206083695,0.6781780138602732,0.9028829404253359,0.0007811996403048996,True,negative,"0.78*** [0.68, 0.90]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Context,HR,1.0445049936240662,0.8212478265270069,1.3284548786196797,0.7226632028504819,False,positive,"1.04 [0.82, 1.33]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Specificity,HR,1.037900220777698,0.7850420116875726,1.3722028276865113,0.7939944565722207,False,positive,"1.04 [0.79, 1.37]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Verification,HR,0.8486445241740153,0.6341108107479793,1.1357597382088724,0.26968074850173596,False,negative,"0.85 [0.63, 1.14]"
PR-size outlier sensitivity,Axis B merge hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Log_PR_Size,HR,0.9493757542772976,0.88075949994541,1.023337611306437,0.17469240915148232,False,negative,"0.95 [0.88, 1.02]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Context,HR,1.4253928856429146,0.7489676892880363,2.7127270074531498,0.2803293415333684,False,positive,"1.43 [0.75, 2.71]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Specificity,HR,0.9269307314715969,0.47988718874115444,1.7904220014715009,0.8212773376244498,False,negative,"0.93 [0.48, 1.79]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Verification,HR,1.7940527473002308,0.987257187590178,3.2601689818556117,0.05512156911182309,False,positive,"1.79 [0.99, 3.26]"
PR-size outlier sensitivity,Axis B close hazard,Exclude top 5% PR size; cutoff=3057.00; removed=13,Cox PH,243,Log_PR_Size,HR,0.7416364769085331,0.6355237893030224,0.8654666798303678,0.00014821644455565518,True,negative,"0.74*** [0.64, 0.87]"
Gate 2 alternative operationalization,Gate 2,Reuse terciles,Ordinal logistic,87,Context,Coefficient,0.9690572774199347,0.07238457809422627,1.8657299767456432,0.034159525669915244,True,positive,"0.97* [0.07, 1.87]"
Gate 2 alternative operationalization,Gate 2,Reuse terciles,Ordinal logistic,87,Specificity,Coefficient,0.07807196825942553,-0.8887155054058073,1.0448594419246584,0.8742401406734375,False,positive,"0.08 [-0.89, 1.04]"
Gate 2 alternative operationalization,Gate 2,Reuse terciles,Ordinal logistic,87,Verification,Coefficient,-0.2688514956433246,-1.1008250646099929,0.5631220733233435,0.5264982117826134,False,negative,"-0.27 [-1.10, 0.56]"
Gate 2 alternative operationalization,Gate 2,Reuse terciles,Ordinal logistic,87,Log_PR_Size,Coefficient,-0.2406426951234089,-0.4908983151552149,0.009612924908397102,0.059473457066774406,False,negative,"-0.24 [-0.49, 0.01]"
Gate2 binary high-vs-low,Gate 2,High vs low reuse,Binary logistic,58,Context,OR,2.97465417047896,0.8534502898250762,10.367993941113404,0.08704211144041411,False,positive,"2.97 [0.85, 10.37]"
Gate2 binary high-vs-low,Gate 2,High vs low reuse,Binary logistic,58,Specificity,OR,1.0674482530082743,0.2867933487089462,3.973055086458053,0.9224574200103722,False,positive,"1.07 [0.29, 3.97]"
Gate2 binary high-vs-low,Gate 2,High vs low reuse,Binary logistic,58,Verification,OR,0.9348861081552393,0.2733845684831678,3.197005742024764,0.9145282205283255,False,negative,"0.93 [0.27, 3.20]"
Gate2 binary high-vs-low,Gate 2,High vs low reuse,Binary logistic,58,Log_PR_Size,OR,0.7333459468257143,0.50415001574758,1.066738591544485,0.10478933090099984,False,negative,"0.73 [0.50, 1.07]"
Aggregate PQS robustness,Gate 0,PQS only,PQS + PR size,214,PQS,OR,2.574515669274822,1.9196287965406629,3.452819077983228,2.7121720471878085e-10,True,positive,"2.57*** [1.92, 3.45]"
Aggregate PQS robustness,Gate 0,PQS only,PQS + PR size,214,Log_PR_Size,OR,1.0071711322798167,0.8469651491799655,1.1976805547193379,0.9355683686464199,False,positive,"1.01 [0.85, 1.20]"
Aggregate PQS robustness,Gate 1,PQS only,PQS + PR size,139,PQS,OR,3.671428578825393,2.332737092849673,5.7783570427773405,1.9045857304529614e-08,True,positive,"3.67*** [2.33, 5.78]"
Aggregate PQS robustness,Gate 1,PQS only,PQS + PR size,139,Log_PR_Size,OR,1.4360224990296562,1.1370784212242915,1.8135605946149718,0.0023764141454832946,True,positive,"1.44** [1.14, 1.81]"
Aggregate PQS robustness,Gate 2,PQS only,PQS + PR size,87,PQS,AME,0.01735532833073141,-0.07806732543016541,0.11277798209162823,0.7214846516958253,False,positive,"0.017 [-0.078, 0.113]"
Aggregate PQS robustness,Gate 2,PQS only,PQS + PR size,87,Log_PR_Size,AME,-0.037483687997744264,-0.09741177847786678,0.022444402482378258,0.22023108144098258,False,negative,"-0.037 [-0.097, 0.022]"
Prompt-length control,Gate 0,Add log(prompt_tokens),C/S/V + PR size + prompt length,214,Context,OR,3.0896463374622276,1.716023940821465,5.562809622588427,0.0001700348371180235,True,positive,"3.09*** [1.72, 5.56]"
Prompt-length control,Gate 0,Add log(prompt_tokens),C/S/V + PR size + prompt length,214,Specificity,OR,5.860414997953945,2.713522604349315,12.656781960539115,6.763414252445861e-06,True,positive,"5.86*** [2.71, 12.66]"
Prompt-length control,Gate 0,Add log(prompt_tokens),C/S/V + PR size + prompt length,214,Verification,OR,0.9383452330227666,0.45483564905069473,1.9358460098153232,0.863255546394242,False,negative,"0.94 [0.45, 1.94]"
Prompt-length control,Gate 0,Add log(prompt_tokens),C/S/V + PR size + prompt length,214,Log_PR_Size,OR,1.0316500893017353,0.8627059892724259,1.2336785880597294,0.732738007910274,False,positive,"1.03 [0.86, 1.23]"
Prompt-length control,Gate 0,Add log(prompt_tokens),C/S/V + PR size + prompt length,214,log_prompt_tokens,OR,1.0908756393547503,0.16795234444011603,7.085400709973043,0.927402138691323,False,positive,"1.09 [0.17, 7.09]"
Prompt-length control,Gate 1,Add log(prompt_tokens),C/S/V + PR size + prompt length,139,Context,OR,2.104934196236668,0.8347211202671871,5.308057820638662,0.11476144432835249,False,positive,"2.10 [0.83, 5.31]"
Prompt-length control,Gate 1,Add log(prompt_tokens),C/S/V + PR size + prompt length,139,Specificity,OR,4.561673427648026,1.365517882959829,15.238807722829542,0.013655650167177066,True,positive,"4.56* [1.37, 15.24]"
Prompt-length control,Gate 1,Add log(prompt_tokens),C/S/V + PR size + prompt length,139,Verification,OR,2.2091088106875656,0.7976715146376853,6.11800929067158,0.12725697104561678,False,positive,"2.21 [0.80, 6.12]"
Prompt-length control,Gate 1,Add log(prompt_tokens),C/S/V + PR size + prompt length,139,Log_PR_Size,OR,1.4702013422269924,1.1450680610795925,1.8876537213413789,0.002508967431990597,True,positive,"1.47** [1.15, 1.89]"
Prompt-length control,Gate 1,Add log(prompt_tokens),C/S/V + PR size + prompt length,139,log_prompt_tokens,OR,86.90351171856496,5.290306251882794,1427.5582526684454,0.001768975904718056,True,positive,"86.90** [5.29, 1427.56]"
Prompt-length control,Gate 2,Add log(prompt_tokens),C/S/V + PR size + prompt length,87,Context,AME,0.13779732189374702,-0.09629501006846977,0.3718896538559638,0.2486136101087596,False,positive,"0.138 [-0.096, 0.372]"
Prompt-length control,Gate 2,Add log(prompt_tokens),C/S/V + PR size + prompt length,87,Specificity,AME,-0.013820431553442473,-0.2589449612112829,0.231304098104398,0.9120086843234203,False,negative,"-0.014 [-0.259, 0.231]"
Prompt-length control,Gate 2,Add log(prompt_tokens),C/S/V + PR size + prompt length,87,Verification,AME,0.0038735002488664663,-0.20883497577076235,0.2165819762684953,0.9715282117631051,False,positive,"0.004 [-0.209, 0.217]"
Prompt-length control,Gate 2,Add log(prompt_tokens),C/S/V + PR size + prompt length,87,Log_PR_Size,AME,-0.0366493442528789,-0.09805281746920273,0.02475412896344493,0.24207089776664414,False,negative,"-0.037 [-0.098, 0.025]"
Prompt-length control,Gate 2,Add log(prompt_tokens),C/S/V + PR size + prompt length,87,log_prompt_tokens,AME,-0.10905929294366878,-0.6241084464847703,0.40598986059743275,0.6781321135953101,False,negative,"-0.109 [-0.624, 0.406]"
Hold-out stability,Gate 0,Stratified 80/20 split,"Train N=171, Holdout N=43",171,Context,Coefficient direction,1.1644441338618552,,,0.001062354284115022,True,positive,beta=1.164**
Hold-out stability,Gate 0,Stratified 80/20 split,"Train N=171, Holdout N=43",171,Specificity,Coefficient direction,1.7817297904614944,,,5.5734878175976584e-05,True,positive,beta=1.782***
Hold-out stability,Gate 0,Stratified 80/20 split,"Train N=171, Holdout N=43",171,Verification,Coefficient direction,0.04390906319419513,,,0.9142719938376979,False,positive,beta=0.044
Hold-out stability,Gate 0,Stratified 80/20 split,"Train N=171, Holdout N=43",171,Log_PR_Size,Coefficient direction,-0.10072162029391105,,,0.3520962372076848,False,negative,beta=-0.101
Hold-out stability,Gate 1,Stratified 80/20 split,"Train N=112, Holdout N=27",112,Context,Coefficient direction,0.46196231361004836,,,0.34796290856284207,False,positive,beta=0.462
Hold-out stability,Gate 1,Stratified 80/20 split,"Train N=112, Holdout N=27",112,Specificity,Coefficient direction,2.389831036344585,,,0.0021001042118161564,True,positive,beta=2.390**
Hold-out stability,Gate 1,Stratified 80/20 split,"Train N=112, Holdout N=27",112,Verification,Coefficient direction,1.3855063182483243,,,0.00897347630578016,True,positive,beta=1.386**
Hold-out stability,Gate 1,Stratified 80/20 split,"Train N=112, Holdout N=27",112,Log_PR_Size,Coefficient direction,0.3163690912646266,,,0.01706556233297653,True,positive,beta=0.316*
